	record_number	catalogue_title	eng_host_item	courier_id	year	publication_date	pages	notes
179	46583	Africa rediscovers its cultural roots	The UNESCO Courier: a window open on the world XXX, 5 p. 4-11, illus. 74811 eng	 74811 eng	1977	1977	[4, 5, 6, 7, 8, 9, 10, 11]	"Article adapted from ""Problems and Prospects"", a UNESCO document relating to the Intergovernmental Conference on Cultural Policies in Africa, Accra, Oct.-Nov. 1975."
180	83385	Africa's 'wonder weed'	The UNESCO Courier: a window open on the world XLII, 7 p. 48-49, illus. 83386 eng	 83386 eng	1989	1989	[48, 49]	Abridged from ATAS News, a publication prepared by the Centre for Science and Technology for Development of the UN Secretariat
181	44639	Africa's dialogue with time	The UNESCO Courier: a window open on the world XXXII, 8/9 p. 12-16, illus. 74777 eng	 74777 eng	1979	1979	[12, 13, 14, 15, 16]	
182	64813	Africa's generation gap	The UNESCO Courier: a window open on the world XXXVIII, 6 p. 28-31, illus. 64833 eng	 64833 eng	1985	1985	[28, 29, 30, 31]	Article extracted from a paper presented to an international symposium on 'Youth, Population and Development in the Third World' organized by the UN in Bucharest in June 1984
183	101170	Africa's invisible women	The UNESCO courier: a window open on the world XLVIII, 9 p. 21, illus. 101119 eng	 101119 eng	1995	1995	[21]	
184	92009	Africa's long march	The UNESCO courier: a window open on the world XLV, 7-8 p. 31-34, illus. 92021 eng	 92021 eng	1992	1992	[31, 32, 33, 34]	
185	89938	Africa's lost generation	The UNESCO courier: a window open on the world XLIV, 10 p. 22-24, illus. 89961 eng	 89961 eng	1991	1991	[22, 23, 24]	
187	46630	Africa's proverbial wit and wisdom	The UNESCO Courier: a window open on the world XXX, 5 p. 22-25, illus. 74811 eng	 74811 eng	1977	1977	[22, 23, 24, 25]	
188	114155	Africa's video alternative	The UNESCO courier 51, 11 p. 40-42 114138 eng	 114138 eng	1998	1998|Nov. 1998	[40, 41, 42]	
190	104941	Africa's women muralists	The UNESCO courier: a window open on the world 49, 12 p. 14-15, illus. 104975 eng	 104975 eng	1996	1996|Dec. 1996	[14, 15]	
191	46336	An African approach	The UNESCO Courier: a window open on the world XXXIV, 6 p. 7 74741 eng	 74741 eng	1981	1981	[7]	
192	4290	African architecture old and new	The UNESCO Courier: a window open on the world XX, 6 p. 14-16, illus. 78226 eng	 78226 eng	1967	1967	[14, 15, 16]	
193	62740	African archives and the oral tradition	The UNESCO Courier: a window open on the world XXXVIII, 2 p. 12-15, illus. 62882 eng	 62882 eng	1985	1985	[12, 13, 14, 15]	
194	49433	African art, where the hand has ears	The UNESCO Courier: a window open on the world XXIX, 2 p. 12-17, illus. 74819 eng	 74819 eng	1976	1976	[12, 13, 14, 15, 16, 17]	
195	49435	African arts take the high road away from Western art	The UNESCO Courier: a window open on the world XXIX, 2 p. 20-24, illus. 74819 eng	 74819 eng	1976	1976	[20, 21, 22, 23, 24]	
196	261314	African brain drain: is there an alternative?	The UNESCO courier 1 p. 18-20, illus. 261279 eng	 261279 eng	2018	2018|Jan. - Mar. 2018	[18, 19, 20]	
197	44086	African childhood	The UNESCO Courier: a window open on the world XXXII, 3 p. 15-17, illus. 74769 eng	 74769 eng	1979	1979	[15, 16, 17]	
198	69185	African childhood	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 40-41, illus. 69416 eng	 69416 eng	1986	1986	[40, 41]	UNESCO 40th anniversary issue; a selection of articles in abridged form
199	77902	African cinema: a young and relatively unknown art	The UNESCO Courier: a window open on the world XLI, 3 p. 27-29, illus. 78126 eng	 78126 eng	1988	1988|Mar. 1988	[27, 28, 29]	
200	100569	The African cinema in crisis	The UNESCO courier: a window open on the world XLVIII, 7/8 p. 70-73, illus. 100576 eng	 100576 eng	1995	1995	[70, 71, 72, 73]	
201	48174	An African cosmology	The UNESCO Courier: a window open on the world XXXV, 2 p. 26-32, illus. 74798 eng	 74798 eng	1982	1982	[26, 27, 28, 29, 30, 31, 32]	
203	62414	African exodus: the dramatic problem of 150,000 refugees	The UNESCO Courier: a window open on the world XVI, 1 p. 14-19, illus. 62404 eng	 62404 eng	1963	1963	[14, 15, 16, 17, 18, 19]	
204	66928	African first nights	The UNESCO Courier: a window open on the world XXXVIII, 11 p. 16-18, illus. 66943 eng	 66943 eng	1985	1985	[16, 17, 18]	
205	71616	The African heritage	The UNESCO Courier: a window open on the world XXXIX, 12 p. 16 71641 eng	 71641 eng	1986	1986	[16]	From 'The Afro-Brazilian experiment', 'UNESCO courier', Aug.-Sept. 1977
206	86047	African history finds its voice	The UNESCO Courier: a window open on the world XLIII, 3 p. 40-42, illus. 86052 eng	 86052 eng	1990	1990	[40, 41, 42]	
207	85205	African hospitality: a dying tradition?	The UNESCO Courier: a window open on the world XLIII, 2 p. 21-23, illus. 85219 eng	 85219 eng	1990	1990	[21, 22, 23]	
208	63765	An African looks at the world	The UNESCO Courier: a window open on the world XIV, 2 p. 14-15, illus. 78179 eng	 78179 eng	1961	1961	[14, 15]	Published in 6 editions.|Abridged version of an address delivered by the author, of the Nigerian Delegation, to the UNESCO General Conference on 25 Nov. 1960
209	138455	The African Maison de Trente in Louisiana	The New courier Dec. 2004 p. 39-41, illus. 138446 eng	 138446 eng	2004	2004|Dec. 2004	[39, 40, 41]	
210	87653	African masks: keys to the spirit world	The UNESCO Courier: a window open on the world XLIII, 12 p. 26-27, illus. 87663 eng	 87663 eng	1990	1990	[26, 27]	
211	44533	African medicinal plants under the microscope	The UNESCO Courier: a window open on the world XXXII, 7 p. 16-19, 42, illus. 74776 eng	 74776 eng	1979	1979	[16, 17, 18, 19]	
212	63308	African metamorphosis	The UNESCO Courier: a window open on the world XVI, 7/8 p. 44-49, illus. 63436 eng	 63436 eng	1963	1963	[44, 45, 46, 47, 48, 49]	Special double issue
213	119492	African museums on a meet-the-people mission	The UNESCO courier 53, 4 p. 40-42, illus. 119473 eng	 119473 eng	2000	2000|Apr. 2000	[40, 41, 42]	
214	44679	African prehistory and the evolution of man	The UNESCO Courier: a window open on the world XXXII, 8/9 p. 40-41, 44-45, illus. 74777 eng	 74777 eng	1979	1979	[40, 41]	
215	124277	African scholars: too poor to be free	The UNESCO courier 54, 11 p. 26-27, illus. 124272 eng	 124272 eng	2001	2001|Nov. 2001	[26, 27]	
216	68103	African voices	The UNESCO Courier: a window open on the world XXXIX, 1 p. 15-16, illus. 68108 eng	 68108 eng	1986	1986	[15, 16]	
217	186457	African youth between tradition and modernity	The UNESCO Courier: a window open on the world XXXIV, 10 p. 28-29, 32-33, illus. 74751 eng	 74751 eng	1981	1981	[28, 29]	
218	114714	African youth makes a takeover bid	The UNESCO courier 52, 1 p. 31-32, illus. 114699 eng	 114699 eng	1999	1999|Jan. 1999	[31, 32]	
219	46680	The Afro-Brazilian experiment	The UNESCO Courier: a window open on the world XXX, 8/9 p. 13-18, illus. 74814 eng	 74814 eng	1977	1977	[13, 14, 15, 16, 17, 18]	
220	69111	The Afro-Brazilian experiment	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 24 69416 eng	 69416 eng	1986	1986	[24]	UNESCO 40th anniversary issue; a selection of articles in abridged form
221	255361	Aftenposten versus Facebook: triggering a crucial debate	The UNESCO courier 2 p. 16-19, illus. 252318 eng	 252318 eng	2017	2017|July - Sept. 2017	[16, 17, 18, 19]	
222	46529	After literacy, what next? Tanzania records its heritage of folk tales in reading books for the newly literate	The UNESCO Courier: a window open on the world XXX, 2 p. 23-27, illus. 46520 eng	 46520 eng	1977	1977	[23, 24, 25, 26, 27]	
223	92016	After Rio: a global partnership; commentary	The UNESCO courier: a window open on the world XLV, 7-8 p. 68-69, port. 92021 eng	 92021 eng	1992	1992	[68, 69]	
224	120763	After the revolution: the cinema will carry us	The UNESCO courier 53, 10 p. 26-28, illus. 120752 eng	 120752 eng	2000	2000|Oct. 2000	[26, 27, 28]	
225	50573	The Aftermath of the population explosion; by the year 2000, a world population 40 per cent higher than today	The UNESCO Courier: a window open on the world XXXV, 8/9 p. 30-34, 39, illus. 74721 eng	 74721 eng	1982	1982	[30, 31, 32, 33, 34]	
226	366378	Against an individualistic impasse	The UNESCO courier 4 p. 13-15, illus. 265904 eng	 265904 eng	2018	2018|Oct.-Dec. 2018	[13, 14, 15]	
227	91408	Against intolerance	The UNESCO courier: a window open on the world XLV, 6 p. 38-39, illus. 91412 eng	 91412 eng	1992	1992	[38, 39]	
228	41041	Against the grain: at present rates one third of the world's cropland will have disappeared within twenty years	The UNESCO Courier: a window open on the world XXXIII, 5 p. 10-14, illus. 74757 eng	 74757 eng	1980	1980	[10, 11, 12, 13, 14]	
229	66975	Agatha Christie, Peter Cheyney, lead Cervantes, Homer and Dante in world translation Derby	The UNESCO Courier: a window open on the world X, 2 p. 12-14, illus. 67211 eng	 67211 eng	1957	1957	[12, 13, 14]	Published in 4 editions
230	51830	Age ladder of rights and obligations	The UNESCO Courier: a window open on the world XXVI, 10 p. 26-27, illus. 74906 eng	 74906 eng	1973	1973	[26, 27]	
231	76499	An Age of exuberance, drama and disenchantment	The UNESCO Courier: a window open on the world XL, 9 p. 4-8, illus. 76517 eng	 76517 eng	1987	1987|Sept. 1987	[4, 5, 6, 7, 8]	
232	88825	The Age of genius	The UNESCO courier: a window open on the world XLIV, 7 p. 18-21, illus. 88837 eng	 88837 eng	1991	1991	[18, 19, 20, 21]	
233	49643	An Age of solidarity or an age of barbarism?	The UNESCO Courier: a window open on the world XXVIII, 2 p. 19-20 49648 eng	 49648 eng	1975	1975	[19, 20]	Special supplement containing salient passages from speeches made by Mr. M'Bow on taking office on 15 Nov. 1974; also presents major new activities which UNESCO will undertake in 1975 and 1976.
234	104432	The Age of the migrant artist	The UNESCO courier: a window open on the world 49, 9 p. 16 104497 eng	 104497 eng	1996	1996|Sept. 1996	[16]	
235	50924	The Ageing world: facts and figures	The UNESCO Courier: a window open on the world XXXV, 10 p. 20 74723 eng	 74723 eng	1982	1982	[20]	
236	53914	Ageless voices of poets & writers	The UNESCO Courier: a window open on the world XXIV, 10 p. 44, 46, illus. 53888 eng	 53888 eng	1971	1971	[44]	
237	73842	Agencies stress role of travel fellowships	The UNESCO Courier I, 8 p. 4, p.5 73829 eng	 73829 eng	1948	1948|Sept. 1948	[4]	
239	114705	Aging Chinese face a welfare gap	The UNESCO courier 52, 1 p. 21-22, illus. 114699 eng	 114699 eng	1999	1999|Jan. 1999	[21, 22]	
240	115605	The Agony and the ecstasy	The UNESCO courier 52, 4 p. 28-30, illus. 115591 eng	 115591 eng	1999	1999|Apr. 1999	[28, 29, 30]	
241	259901	Ahmad Al Faqi Al Mahdi: I plead guilty	The UNESCO courier 3 p. 18-24, illus. 259765 eng	 259765 eng	2017	2017|Oct. - Dec. 2017	[18, 19, 20, 21, 22, 23, 24]	
242	115136	Ahmadou Kourouma: an African novelist's inside story	The UNESCO courier 52, 3 p. 46-49, illus., map 115117 eng	 115117 eng	1999	1999|Mar. 1999	[46, 47, 48, 49]	
243	265248	AI and literature: is it really all for the best?	The UNESCO courier 3 p. 32-33, illus. 265211 eng	 265211 eng	2018	2018|July-Sept. 2018	[32, 33]	
244	119235	Aid: an unfair deal?	The UNESCO courier 53, 3 p. 34 119217 eng	 119217 eng	2000	2000|Mar. 2000	[34]	
246	100264	AIDS: a worldwide emergency	The UNESCO courier: a window open on the world XLVIII, 6 p. 4-5, illus. 100263 eng	 100263 eng	1995	1995	[4, 5]	
247	112535	Aids: prevention or care	The UNESCO courier 51, 7/8 p. 66-68, illus. 112488 eng	 112488 eng	1998	1998|July - Aug. 1998	[66, 67, 68]	
248	100281	Aids in a different light	The UNESCO courier: a window open on the world XLVIII, 6 p. 35 100263 eng	 100263 eng	1995	1995	[35]	
249	76568	Aiming high: Japan's demanding education system	The UNESCO Courier: a window open on the world XL, 12 p. 10-13, illus. 76667 eng	 76667 eng	1987	1987	[10, 11, 12, 13]	
250	56807	Air pollution and lung cancer	The UNESCO Courier: a window open on the world XXIII, 5 p. 30-32, illus. 78255 eng	 78255 eng	1970	1970	[30, 31, 32]	
251	94419	Ait Ben Haddou, a desert-born model for urban design	The UNESCO Courier: a window open on the world XLVI, 6 p. 46-47, illus. 94420 eng	 94420 eng	1993	1993	[46, 47]	
252	69834	Ajanta: masterpiece of rock-cut temples and of fresco art	The UNESCO courier VII, 1 p. 33-35, illus. 78140 eng	 78140 eng	1954	1954	[33, 34, 35]	Published in 3 editions
253	93663	The Ajasé complex	The UNESCO Courier: a window open on the world XLVI, 3 p. 20-22, 29, illus. 93670 eng	 93670 eng	1993	1993	[20, 21, 22]	
254	87736	Akhet-aton, city of the sun	The UNESCO courier: a window open on the world XLIV, 2 p. 22-24, illus. 87746 eng	 87746 eng	1991	1991	[22, 23, 24]	
257	50318	Al-Biruni: a universal genius who lived in Central Asia a thousand years ago	The UNESCO Courier: a window open on the world XXVII, 6 p. 4-9, illus. 74875 eng	 74875 eng	1974	1974	[4, 5, 6, 7, 8, 9]	
258	50321	Al-Biruni: miniature anthology, selections from works by al-Biruni including many translated into English for the first time	The UNESCO Courier: a window open on the world XXVII, 6 p. 19-26, illus., port. 74875 eng	 74875 eng	1974	1974	[19, 20, 21, 22, 23, 24, 25, 26]	
259	50322	Al-Biruni vs. Avicenna in the bout of the century: two geniuses aged 24 and 17 debate the nature of the universe	The UNESCO Courier: a window open on the world XXVII, 6 p. 27-29, illus. 74875 eng	 74875 eng	1974	1974	[27, 28, 29]	
260	70769	Al-Ghazali: from philosophy to mystical experience	The UNESCO Courier: a window open on the world XXXIX, 11 p. 4-5, port. 74933 eng	 74933 eng	1986	1986	[4, 5]	Slightly shortened version of an address given on 9 Dec. 1985 during a symposium on al-Ghazali, UNESCO Headquarters, Paris
261	43003	Al-Shifa: the world in a book	The UNESCO Courier: a window open on the world XXXIII, 10 p. 20-22, 28, illus. 74765 eng	 74765 eng	1980	1980	[20, 21, 22]	
262	372626	Samal Yeslyamova et Sergueï Dvortsevoï, le réel sur grand écran	Le Courrier de l'UNESCO 1 pages 43-45, illustration 372603 fre		2020	2020|Janvier-mars 2020	[43, 44, 45]	
263	53867	The Alajuela Charter	The UNESCO Courier: a window open on the world XXXVI, 8 p. 14, illus. 74700 eng	 74700 eng	1983	1983	[14]	
264	58101	The Alaskan earthquake that shook five continents	The UNESCO Courier: a window open on the world XXII, 6 p. 22-25, illus. 78244 eng	 78244 eng	1969	1969	[22, 23, 24, 25]	
265	109304	Albania's threatened heritage	The UNESCO courier: a window open on the world 50, 7/8 p. 78-79, illus. 109515 eng	 109515 eng	1997	1997|July/Aug. 1997	[78, 79]	
266	44480	Albert Einstein, 1879-1955: the story of a genius	The UNESCO Courier: a window open on the world XXXII, 5 p. 4-8, port. 74771 eng	 74771 eng	1979	1979	[4, 5, 6, 7, 8]	Edited and abridged version of a lecture given at Munich University in Sept. 1978, at a UNESCO symposium on the Impact of Modern Scientific Ideas on Society
267	70772	Aleksandr Ostrovksy, founding father of Russian theatre	The UNESCO Courier: a window open on the world XXXIX, 11 p. 9-11, illus. 74933 eng	 74933 eng	1986	1986	[9, 10, 11]	
268	367842	Alep: un premier pas vers la guérison	The UNESCO courier 2 pages 30-31, illustration 367693 eng	 367693 eng	2019	2019|Avril-juin 2019	[30, 31]	
270	115613	Alexandria, from papyrus to the Internet	The UNESCO courier 52, 4 p. 40-42, illus. 115591 eng	 115591 eng	1999	1999|Apr. 1999	[40, 41, 42]	
271	125742	Alexandria's library rises again	The New courier 0 p. 23-25, illus. 125736 eng	 125736 eng	2002	2002|May 2002	[23, 24, 25]	
272	118800	Algeria dot-com	The UNESCO courier 53, 2 p. 29-30, illus. 118789 eng	 118789 eng	2000	2000|Feb. 2000	[29, 30]	
273	120166	Algerian rappers sing the blues	The UNESCO courier 53, 7 p. 34-35, illus. 120152 eng	 120152 eng	2000	2000|July - Aug. 2000	[34, 35]	
274	49322	All about Alice	The UNESCO Courier: a window open on the world XXXV, 6 p. 7-10, illus. 74717 eng	 74717 eng	1982	1982	[7, 8, 9, 10]	
275	69190	All about Alice	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 44, illus. 69416 eng	 69416 eng	1986	1986	[44]	UNESCO 40th anniversary issue; a selection of articles in abridged form
276	73846	All China's children do not smile	The UNESCO Courier I, 8 p. 7 73829 eng	 73829 eng	1948	1948|Sept. 1948	[7]	
277	115871	All eyes on El Niño	The UNESCO courier 52, 5 p. 30, illus. 115858 eng	 115858 eng	1999	1999|May 1999	[30]	
278	121220	All eyes on the reality game	The UNESCO courier 53, 11 p. 43-44, illus. 121198 eng	 121198 eng	2000	2000|Nov. 2000	[43, 44]	
279	114272	All hands on stage!	The UNESCO courier 51, 12 p. 40-42, illus. 114252 eng	 114252 eng	1998	1998|Dec. 1998	[40, 41, 42]	
280	117898	All human rights for all	The UNESCO courier 52, 11 p. 9, port. 117896 eng	 117896 eng	1999	1999|Nov. 1999	[9]	
281	66951	All men are brothers: UNESCO's tribute to Mahatma Gandhi	The UNESCO Courier: a window open on the world XI, 12 p. 28-31, ports. 78350 eng	 78350 eng	1958	1958	[28, 29, 30, 31]	Published in 4 editions|Extracts from 'All men are brothers', Paris: UNESCO, 1958
